제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),530xi,2005-07-06,2005-07-06,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530xi,2006-03-08,2006-12-20,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,2007-02-21,2009-09-23,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,2005-06-17,2006-11-02,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,2005-03-14,2007-02-22,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,2005-03-17,2006-12-20,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528xi,2009-04-14,2009-11-09,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528xi,2007-04-23,2008-11-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,2009-07-01,2009-11-26,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,2007-03-26,2009-01-29,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,2007-02-21,2009-12-17,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525xi,2005-07-28,2006-06-26,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525i,2005-03-07,2006-12-07,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525i,2005-03-18,2006-10-04,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),523i,2005-02-18,2007-02-23,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330xi,2005-10-26,2006-06-02,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330i,2005-03-04,2006-06-14,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330i,2004-11-24,2006-07-06,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2009-09-14,2009-09-14,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2006-09-28,2009-01-28,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2006-10-23,2009-01-22,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2006-09-11,2007-09-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2006-10-11,2007-12-12,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2008-10-15,2008-10-15,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2009-10-16,2011-08-02,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2008-10-31,2009-07-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2011-10-06,2011-12-05,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2009-09-08,2010-10-08,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,2009-07-24,2009-07-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i xDrive,2010-06-18,2010-06-18,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i Convertible,2006-12-12,2010-01-20,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i Convertible,2009-12-08,2013-07-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-11-03,2009-11-03,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-11-15,2009-07-24,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-10-08,2009-12-01,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2007-03-24,2009-04-27,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2007-05-30,2009-07-29,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-06-26,2009-01-20,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2008-07-02,2008-07-02,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-09-11,2008-04-03,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-10-30,2008-06-13,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-09-02,2008-07-29,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2006-08-24,2008-02-20,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-10-07,2010-09-27,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-09-24,2011-07-25,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-02-16,2009-02-16,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2008-08-21,2008-11-13,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-09-21,2010-10-05,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2010-07-08,2011-10-14,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-02-13,2009-05-21,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2009-04-07,2011-07-25,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2008-09-16,2008-10-22,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328i,2008-09-02,2009-04-30,2022-08-26,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
